Experiences Offered;Review Scores Communication;Review Scores Location;Review Scores Value;Review Scores Rating;Review Scores Accuracy;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Host Neighbourhood;Host Total Listings Count;Latitude;Longitude;Property Type;Room Type;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews
none;10.0;10.0;10.0;95.0;10.0;None;moderate;1.0;1.8;No data;1.0;40.41713257868515;-3.7084743620172143;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;80.0;93.0;40.0;2;15;3;24
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;La Chopera;1.0;40.396633131165736;-3.7008639720512497;House;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;70.0;0.0;0.0;1;0;3;0
none;8.0;6.0;6.0;60.0;6.0;None;flexible;1.0;0.44;Aluche;1.0;40.38261174580562;-3.7802961934348382;House;Private room;1.0;2.0;2.0;Real Bed;394.07081545064375;19.0;400.0;5.0;1;8;1;1
none;10.0;10.0;10.0;96.0;10.0;None;strict;4.0;3.29;Ciudad Lineal;9.0;40.42438095466381;-3.6971743523598772;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;65.0;150.0;25.0;2;10;2;9
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;4.66;No data;1.0;40.38843265242362;-3.7156178439102354;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;0.0;1;6;2;23
none;9.0;10.0;8.0;82.0;7.0;None;strict;9.0;1.93;Sol;10.0;40.417208347819134;-3.701937736230178;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;25.0;4;0;2;35
none;0.0;0.0;0.0;0.0;0.0;None;moderate;1.0;0.0;No data;1.0;40.424163851719584;-3.7108362675498063;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;100.0;0.0;30.0;1;0;2;0
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;0.82;No data;1.0;40.427246132024436;-3.701196536410464;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;145.0;0.0;20.0;1;0;2;4
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;2.13;Long Beach;1.0;33.767496433358716;-118.16262843808344;Guesthouse;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;75.0;0.0;32.0;1;0;3;27
none;10.0;8.0;10.0;93.0;10.0;None;strict;2.0;0.63;La Latina;7.0;40.402759769058534;-3.7388786821646933;Apartment;Entire home/apt;1.0;3.0;5.0;Real Bed;394.07081545064375;89.0;250.0;40.0;4;14;3;11
none;10.0;10.0;10.0;90.0;10.0;None;flexible;1.0;3.66;Guindalera;1.0;40.4350566129996;-3.670754700342029;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;49.0;0.0;15.0;3;0;3;5
none;10.0;10.0;9.0;94.0;9.0;None;strict;5.0;3.47;Malasaña;5.0;40.425346854049344;-3.707511134883076;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;0.0;80.0;150.0;40.0;1;10;2;198
none;9.0;9.0;9.0;92.0;9.0;None;strict;3.0;2.04;No data;3.0;40.39443330915183;-3.693957383425936;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;0;2;13
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;1.21;No data;1.0;40.42461716705639;-3.702872328289984;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;85.0;100.0;0.0;3;15;3;4
none;9.0;9.0;9.0;93.0;9.0;None;strict;145.0;0.44;Rios Rosas;164.0;40.410493063170414;-3.708079482178444;Condominium;Entire home/apt;2.5;3.0;4.0;Real Bed;394.07081545064375;165.0;200.0;50.0;4;10;3;3
none;0.0;0.0;0.0;0.0;0.0;None;flexible;2.0;0.0;No data;2.0;40.433184630533134;-3.623784872806752;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;10.0;1;0;1;0
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;4.0;Malasaña;1.0;40.42528466758868;-3.704562501381107;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;45.0;140.0;20.0;2;20;2;4
none;0.0;0.0;0.0;0.0;0.0;None;moderate;3.0;0.0;No data;7.0;40.40134818604807;-3.759582620453345;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;0.0;0.0;1;0;2;0
none;10.0;10.0;9.0;100.0;10.0;None;strict;145.0;0.22;Rios Rosas;164.0;40.411083639925344;-3.7040636686157056;Apartment;Entire home/apt;2.0;4.0;7.0;Real Bed;394.07081545064375;200.0;200.0;70.0;4;20;2;2
none;0.0;0.0;0.0;0.0;0.0;None;strict;1.0;0.0;No data;1.0;40.44036709213977;-3.67729228150694;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;70.0;0.0;10.0;1;10;2;0
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.409662379973184;-3.7008814697641736;Condominium;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;59.0;0.0;0.0;1;0;1;0
none;10.0;9.0;9.0;93.0;10.0;None;strict;3.0;3.61;Delicias;3.0;40.3970142857254;-3.6961480076254247;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;12.0;1;0;2;53
none;10.0;9.0;10.0;99.0;10.0;None;strict;3.0;5.61;Puente de Vallecas;3.0;40.39221271621523;-3.6596011035997327;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;55.0;199.0;18.0;2;10;5;52
none;10.0;8.0;9.0;100.0;10.0;None;flexible;1.0;4.29;No data;1.0;40.430666841787094;-3.6316359575994968;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;18.0;0.0;0.0;1;8;1;5
none;10.0;10.0;9.0;94.0;10.0;None;moderate;4.0;0.2;Palacio;4.0;40.421835160343406;-3.7102503438178966;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;65.0;0.0;25.0;2;15;2;7
none;10.0;10.0;10.0;100.0;10.0;None;strict;2.0;0.56;Sol;2.0;40.419592839521044;-3.699806098822104;Loft;Entire home/apt;1.0;1.0;3.0;Real Bed;394.07081545064375;99.0;0.0;30.0;2;15;2;7
none;0.0;0.0;0.0;0.0;0.0;None;flexible;29.0;0.0;Cortes;39.0;40.41214301975785;-3.6942149117334826;Apartment;Entire home/apt;1.0;1.0;4.0;Real Bed;394.07081545064375;89.0;0.0;0.0;1;0;1;0
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.11;Castillejos;1.0;40.45951142327095;-3.6943587542202234;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;46.0;0.0;30.0;1;0;6;1
none;0.0;0.0;0.0;0.0;0.0;None;moderate;3.0;0.0;Almagro;4.0;40.43784995615201;-3.6935066005230737;Condominium;Entire home/apt;3.0;4.0;8.0;Real Bed;394.07081545064375;150.0;100.0;200.0;7;0;6;0
none;10.0;9.0;9.0;89.0;9.0;None;strict;16.0;1.02;Acton;16.0;51.51102981540552;-0.27614334052118816;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;51.0;0.0;10.0;2;20;2;48
none;10.0;10.0;9.0;93.0;9.0;None;moderate;8.0;0.83;Embajadores;9.0;40.41889658277477;-3.7073086906712978;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;42.0;0.0;15.0;2;12;3;11
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;0.63;Ciudad Lineal;1.0;40.45834762941588;-3.6558141966640014;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;85.0;0.0;35.0;1;25;3;1
none;10.0;9.0;9.0;92.0;9.0;None;moderate;1.0;1.01;Imperial;1.0;40.4076872799655;-3.7167169382562055;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;38.0;0.0;20.0;1;10;2;23
none;10.0;9.0;9.0;94.0;10.0;SAN FRANCISCO;strict;1.0;1.02;Bernal Heights;2.0;37.74711187576428;-122.41780945518852;Condominium;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;149.0;575.0;170.0;2;75;4;57
none;10.0;10.0;10.0;99.0;10.0;None;strict;21.0;1.7;Sol;24.0;40.41709015860664;-3.7066463733650927;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;394.07081545064375;175.0;100.0;35.0;6;0;2;17
none;8.0;7.0;8.0;80.0;9.0;None;moderate;1.0;1.19;No data;2.0;40.3891970220738;-3.6670111757794808;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;33.0;0.0;20.0;2;16;1;31
none;10.0;9.0;9.0;92.0;9.0;None;flexible;2.0;9.48;San Blas;2.0;40.422716493454814;-3.615028976816277;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;16.0;0.0;0.0;1;7;1;235
none;9.0;9.0;9.0;83.0;8.0;None;strict;6.0;0.32;Embajadores;6.0;40.41031931696077;-3.698338198919528;House;Shared room;1.0;1.0;1.0;Real Bed;394.07081545064375;18.0;100.0;10.0;1;16;2;7
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Embajadores;1.0;40.40820697610901;-3.702461544994621;Dorm;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;147.0;0.0;0.0;1;0;1;0
none;10.0;10.0;9.0;92.0;9.0;None;moderate;10.0;6.11;Malasaña;10.0;40.422056539146325;-3.7064791862943913;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;41.0;0.0;7.0;2;15;1;46
none;10.0;9.0;10.0;99.0;10.0;None;flexible;1.0;3.23;No data;1.0;40.4084622363334;-3.703058855301964;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;78.0;150.0;30.0;4;10;2;14
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;2.36;La Latina;1.0;40.41173802347545;-3.7092421101619744;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;110.0;0.0;30.0;2;15;2;16
none;10.0;10.0;9.0;97.0;10.0;None;strict;1.0;1.72;La Latina;1.0;40.41190667304719;-3.7122347631199424;Loft;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;100.0;400.0;30.0;1;0;2;20
none;10.0;10.0;9.0;95.0;10.0;Amsterdam;moderate;1.0;1.07;Weesperbuurt en Plantage;1.0;52.36525878027215;4.9111727688670666;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;150.0;200.0;27.0;1;10;3;52
none;10.0;10.0;9.0;98.0;9.0;None;strict;1.0;0.46;No data;1.0;40.4106820393295;-3.698731885307921;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;80.0;150.0;20.0;1;45;1;17
none;10.0;10.0;9.0;97.0;10.0;None;moderate;3.0;3.64;Castillejos;4.0;40.41397373899211;-3.7080308884969972;House;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;69.0;0.0;30.0;2;25;2;61
none;10.0;9.0;10.0;98.0;10.0;None;flexible;2.0;3.69;No data;3.0;40.44394063416319;-3.7055739612752863;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;50.0;0.0;22.0;1;0;2;25
none;10.0;10.0;10.0;98.0;10.0;None;strict;6.0;5.54;Carabanchel;6.0;40.41539610211598;-3.6987959111689706;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;394.07081545064375;109.0;150.0;60.0;6;0;1;70
none;10.0;10.0;9.0;94.0;10.0;None;flexible;1.0;0.79;Acacias;1.0;40.40266729116292;-3.7017606018861375;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;0.0;1;0;3;7
none;10.0;9.0;9.0;93.0;10.0;None;moderate;2.0;4.13;Malasaña;2.0;40.42030412654813;-3.703644833267644;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;75.0;0.0;35.0;1;0;2;50
none;10.0;10.0;10.0;100.0;10.0;None;moderate;3.0;2.42;Villaverde;3.0;40.349832918147506;-3.691394500226655;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;13.0;0.0;0.0;1;0;2;5
none;10.0;10.0;10.0;100.0;10.0;None;strict;38.0;0.11;Palacio;38.0;40.41916221341593;-3.7005651494711964;Apartment;Private room;5.0;1.0;1.0;Real Bed;394.07081545064375;33.0;200.0;0.0;1;0;4;1
none;10.0;9.0;10.0;100.0;10.0;None;flexible;1.0;0.81;Fuencarral-el Pardo;1.0;40.51137713450125;-3.6924316632200473;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;25;1;15
none;10.0;10.0;10.0;95.0;10.0;None;moderate;1.0;2.45;Cortes;1.0;40.41190353007579;-3.6955245296653225;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;394.07081545064375;80.0;250.0;30.0;2;15;3;16
none;9.0;8.0;8.0;83.0;9.0;None;strict;8.0;1.49;Aluche;13.0;40.40887849248807;-3.741082963997591;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;20.0;0.0;10.0;1;7;1;21
none;9.0;10.0;9.0;90.0;9.0;None;moderate;2.0;2.73;Malasaña;2.0;40.42444243757093;-3.703270851208365;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;10.0;2;0;1;85
none;10.0;10.0;8.0;80.0;10.0;None;strict;145.0;0.09;Rios Rosas;164.0;40.40961317335597;-3.709761160499277;Apartment;Entire home/apt;1.0;3.0;5.0;Real Bed;394.07081545064375;160.0;200.0;70.0;4;20;2;1
none;10.0;8.0;8.0;100.0;10.0;None;flexible;1.0;1.0;No data;1.0;40.393793947748755;-3.667313569839759;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;14.0;90.0;0.0;1;0;1;1
none;10.0;10.0;10.0;92.0;10.0;None;moderate;1.0;0.52;Argüelles;1.0;40.4299376042484;-3.718824904478355;House;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;24.0;100.0;45.0;2;0;7;15
none;9.0;10.0;10.0;90.0;10.0;SAN FRANCISCO;moderate;1.0;0.25;Nob Hill;1.0;37.791052660152715;-122.41075406290628;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;160.0;300.0;85.0;1;0;3;3
none;10.0;10.0;9.0;98.0;10.0;None;moderate;10.0;4.29;Sol;10.0;40.41118478612204;-3.711461745130008;Apartment;Entire home/apt;2.0;3.0;4.0;Real Bed;394.07081545064375;85.0;200.0;40.0;2;10;1;9
none;10.0;9.0;9.0;90.0;9.0;None;flexible;1.0;4.0;Döbling;1.0;48.235674233866966;16.349529116779188;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;33.0;0.0;0.0;1;15;2;4
none;10.0;9.0;10.0;98.0;10.0;None;strict;1.0;0.54;No data;1.0;40.40793141459403;-3.7087999236172857;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;74.0;175.0;30.0;2;10;2;11
none;10.0;10.0;10.0;98.0;10.0;None;moderate;1.0;3.9;No data;1.0;40.43934438754211;-3.674899446363059;Apartment;Private room;2.0;1.0;2.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;0;2;20
none;10.0;10.0;9.0;92.0;10.0;None;strict;8.0;0.18;Sol;10.0;40.41942523931225;-3.7121986822671746;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;394.07081545064375;140.0;200.0;0.0;1;10;2;5
none;0.0;0.0;0.0;0.0;0.0;None;strict;26.0;0.0;Sol;26.0;40.42011114434303;-3.707051255471616;Apartment;Private room;3.0;1.0;1.0;Real Bed;394.07081545064375;36.0;200.0;30.0;1;0;1;0
none;10.0;10.0;9.0;94.0;10.0;None;moderate;4.0;2.5;La Latina;4.0;40.40976745371442;-3.7137846208041374;Loft;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;54.0;100.0;30.0;2;0;3;56
none;10.0;10.0;10.0;98.0;10.0;None;strict;1.0;1.58;No data;1.0;40.42497452355232;-3.6971522176575897;Apartment;Entire home/apt;1.0;1.0;4.0;Real Bed;394.07081545064375;69.0;0.0;10.0;4;0;2;45
none;10.0;10.0;10.0;97.0;10.0;None;strict;9.0;2.23;Chamberí;10.0;40.42778484452197;-3.7016098513092217;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;83.0;250.0;19.0;2;5;3;76
none;10.0;10.0;9.0;96.0;10.0;None;strict;1.0;1.99;Malasaña;1.0;40.42394672687175;-3.705908246748818;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;90.0;150.0;30.0;2;30;4;20
none;9.0;9.0;8.0;93.0;9.0;None;strict;4.0;0.56;La Sagrada Família;7.0;41.39002307646049;2.153068305825215;Apartment;Entire home/apt;1.0;3.0;3.0;Real Bed;394.07081545064375;139.0;350.0;30.0;3;25;3;7
none;9.0;9.0;9.0;87.0;9.0;None;flexible;2.0;0.75;No data;2.0;40.391771237800434;-3.755572532547567;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;22.0;0.0;0.0;1;8;1;4
none;9.0;10.0;10.0;100.0;10.0;None;flexible;3.0;0.79;La Latina;3.0;40.40985012974754;-3.7063601664986425;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;10.0;1;10;3;2
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.39480782814429;-3.7198523454301733;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;18.0;0.0;0.0;1;0;1;0
none;9.0;9.0;8.0;80.0;8.0;None;strict;5.0;5.16;Malasaña;6.0;40.42200587017719;-3.7022921001713316;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;45.0;0.0;5.0;2;5;2;68
none;10.0;10.0;9.0;95.0;10.0;None;moderate;4.0;1.85;Pacifico;4.0;40.405271980179684;-3.68345422936396;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;39.0;120.0;18.0;1;15;2;46
none;10.0;10.0;10.0;100.0;10.0;None;flexible;3.0;0.3;No data;3.0;40.4051792992172;-3.708639996133681;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;18.0;0.0;10.0;1;10;1;5
none;10.0;10.0;8.0;100.0;8.0;None;flexible;2.0;0.05;La Latina;3.0;40.41167401317618;-3.700290627988733;Bed & Breakfast;Private room;2.5;1.0;1.0;Real Bed;394.07081545064375;38.0;150.0;10.0;1;12;2;1
none;9.0;9.0;9.0;86.0;9.0;None;flexible;21.0;4.16;Margareten;21.0;48.20620183981982;16.395390824799964;Apartment;Entire home/apt;1.5;2.0;3.0;Real Bed;394.07081545064375;99.0;0.0;39.0;2;10;1;14
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.41902567874868;-3.702418415130504;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;22.0;0.0;0.0;1;0;1;0
none;10.0;9.0;9.0;95.0;10.0;None;strict;3.0;1.61;Chausee De Haecht;5.0;50.85371574521261;4.368600030784822;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;15.0;1;0;3;52
none;9.0;9.0;8.0;87.0;8.0;None;moderate;51.0;0.21;Argüelles;51.0;40.415876927681715;-3.702000986821528;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;45.0;82.0;200.0;32.0;2;11;4;12
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Cortes;1.0;40.41746478798728;-3.698596798184694;Apartment;Private room;3.0;1.0;8.0;Real Bed;394.07081545064375;600.0;0.0;0.0;1;0;2;0
none;10.0;10.0;9.0;85.0;9.0;None;moderate;4.0;5.3;Palacio;4.0;40.41185306063293;-3.7097935213411892;Apartment;Entire home/apt;1.0;1.0;1.0;Pull-out Sofa;394.07081545064375;50.0;150.0;0.0;2;12;1;35
none;10.0;10.0;9.0;95.0;10.0;None;strict;3.0;1.49;Recoletos;3.0;40.42927896802916;-3.6868356629754357;Apartment;Private room;3.0;1.0;2.0;Real Bed;394.07081545064375;30.0;0.0;20.0;1;10;3;71
none;10.0;10.0;10.0;100.0;9.0;None;strict;1.0;3.0;No data;1.0;40.423714749009996;-3.6997583473306026;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;53.0;200.0;15.0;2;5;2;3
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Embajadores;1.0;40.40814711591045;-3.7025353586253447;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;500.0;10.0;1;25;2;0
none;10.0;8.0;10.0;100.0;10.0;None;strict;1.0;0.14;No data;1.0;39.586447668914545;2.6459065690616166;Apartment;Entire home/apt;3.5;3.0;4.0;Real Bed;394.07081545064375;220.0;600.0;50.0;5;0;2;1
none;10.0;10.0;9.0;96.0;9.0;None;strict;11.0;0.61;Lista;45.0;40.43286550567479;-3.675901573600081;Apartment;Entire home/apt;3.0;4.0;3.0;Real Bed;1507.0;170.0;300.0;90.0;5;0;5;32
none;10.0;9.0;10.0;95.0;9.0;None;flexible;1.0;0.6;No data;1.0;40.400812565505184;-3.6976496736798565;Other;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;21.0;0.0;0.0;1;8;1;5
none;10.0;10.0;10.0;100.0;10.0;None;strict;7.0;0.42;Gaztambide;7.0;40.43430341911028;-3.71600544371333;Bed & Breakfast;Private room;6.0;10.0;16.0;Real Bed;394.07081545064375;40.0;90.0;0.0;1;30;7;4
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.16;No data;1.0;40.45767725364141;-3.6960642872638663;Other;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;90.0;0.0;0.0;2;0;1;1
none;9.0;8.0;9.0;88.0;9.0;None;strict;12.0;0.6;Sol;12.0;40.40698105730805;-3.6755505521577816;Apartment;Entire home/apt;5.0;4.0;4.0;Real Bed;394.07081545064375;800.0;500.0;60.0;8;0;2;22
none;8.0;8.0;8.0;80.0;8.0;None;flexible;1.0;0.49;No data;1.0;40.422411480196274;-3.718011894164636;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;46.0;0.0;0.0;1;10;1;8
none;10.0;9.0;9.0;93.0;9.0;None;strict;33.0;0.49;Guindalera;34.0;40.43538482320605;-3.6700379361948614;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;19.0;0.0;0.0;1;0;1;3
none;10.0;10.0;9.0;95.0;10.0;None;strict;1.0;3.86;Embajadores;1.0;40.40703685067492;-3.7007411165610087;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;394.07081545064375;96.0;200.0;40.0;3;15;3;13
none;0.0;0.0;0.0;0.0;0.0;None;strict;3.0;0.0;Cortes;6.0;40.42499707324492;-3.696269845824432;Apartment;Entire home/apt;2.5;2.0;3.0;Real Bed;394.07081545064375;209.0;300.0;70.0;1;0;5;0
none;10.0;9.0;9.0;89.0;10.0;None;flexible;3.0;1.4;Carabanchel;3.0;40.37305703371127;-3.755282486983836;House;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;23.0;0.0;0.0;1;0;2;11
none;10.0;10.0;10.0;98.0;10.0;None;flexible;2.0;0.73;No data;2.0;40.40877859882132;-3.650200395582956;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;16.0;0.0;0.0;1;0;1;10
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;0.19;Justicia;1.0;40.4214648211306;-3.699407837445162;Apartment;Private room;2.0;1.0;1.0;Real Bed;861.0;37.0;0.0;0.0;1;0;1;11
none;10.0;9.0;9.0;89.0;9.0;None;strict;1.0;3.77;Embajadores;2.0;40.41204778900974;-3.701021523297488;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;90.0;25.0;2;20;2;134
none;10.0;10.0;9.0;93.0;9.0;None;flexible;3.0;3.19;Justicia;3.0;40.42740570234291;-3.6999267159562064;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;74.0;100.0;0.0;1;0;1;78
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;0.27;No data;1.0;40.42723155923915;-3.704810106398053;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;100.0;150.0;40.0;1;5;2;3
none;9.0;9.0;9.0;70.0;10.0;None;strict;18.0;0.14;Justicia;18.0;40.41212115546159;-3.6948741519556303;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;80.0;0.0;0.0;2;10;3;4
none;0.0;0.0;0.0;0.0;0.0;None;strict;38.0;0.0;Palacio;38.0;40.41946509792586;-3.70102847365501;Apartment;Private room;5.0;1.0;1.0;Real Bed;394.07081545064375;33.0;200.0;0.0;1;0;2;0
none;10.0;10.0;9.0;87.0;9.0;None;moderate;1.0;0.17;Ciudad Lineal;1.0;40.437934299120094;-3.6519029591565744;Bed & Breakfast;Private room;1.0;1.0;3.0;Real Bed;969.0;25.0;0.0;10.0;1;11;2;6
none;10.0;10.0;10.0;93.0;9.0;None;flexible;1.0;0.92;No data;1.0;40.43001502039833;-3.656033941873564;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;0.0;1;0;1;3
none;10.0;10.0;10.0;100.0;9.0;None;flexible;1.0;0.37;No data;4.0;40.422463121793186;-3.7053003031165512;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;90.0;0.0;30.0;1;0;1;4
none;10.0;10.0;8.0;80.0;9.0;None;moderate;4.0;0.1;Recoletos;4.0;40.42829478002508;-3.68574176305756;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;139.0;200.0;45.0;2;0;1;2
none;10.0;9.0;8.0;84.0;9.0;None;strict;4.0;5.04;Embajadores;5.0;40.40930757704625;-3.70240572497016;Earth House;Shared room;1.0;1.0;2.0;Real Bed;394.07081545064375;17.0;0.0;0.0;1;0;1;21
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Ciudad Lineal;1.0;40.44951032625149;-3.6490154913694415;Condominium;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;0.0;0.0;1;0;1;0
none;10.0;10.0;9.0;93.0;9.0;None;moderate;7.0;3.36;Arapiles;7.0;40.430682374238465;-3.7047527453978883;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;50.0;0.0;30.0;2;0;2;65
none;0.0;0.0;0.0;0.0;0.0;None;flexible;15.0;0.0;Trafalgar;15.0;40.42912908462026;-3.7021092178236654;Apartment;Entire home/apt;2.0;1.0;3.0;Real Bed;394.07081545064375;100.0;0.0;0.0;1;0;1;0
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;La Latina;1.0;40.40804032136303;-3.704493505038752;Condominium;Entire home/apt;2.0;2.0;2.0;Real Bed;394.07081545064375;60.0;100.0;25.0;1;0;3;0
none;10.0;9.0;9.0;93.0;9.0;None;strict;5.0;0.81;Embajadores;5.0;40.40904373116711;-3.7026038114576387;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;70.0;100.0;15.0;2;15;3;33
